target,model,feature,importance,importance_kind
mean_indoor_temperature_c,random_forest,floor_area_m2,0.0015756915674585892,tree_feature_importance
mean_indoor_temperature_c,random_forest,length_m,0.0014804801904061287,tree_feature_importance
mean_indoor_temperature_c,random_forest,volume_m3,0.0014570725265376683,tree_feature_importance
mean_indoor_temperature_c,random_forest,thermal_mass_material_water,0.0011027691677556527,tree_feature_importance
mean_indoor_temperature_c,random_forest,orientation_cardinal_south,0.0010290150795467647,tree_feature_importance
mean_indoor_temperature_c,random_forest,thermal_mass_material_stone,0.0008220644384156997,tree_feature_importance
mean_indoor_temperature_c,random_forest,orientation_cardinal_north,0.0006197683072307673,tree_feature_importance
mean_indoor_temperature_c,random_forest,orientation_cardinal_east,0.0005810206003910953,tree_feature_importance
mean_indoor_temperature_c,random_forest,wall_material_earth_adobe,0.0004777587833382497,tree_feature_importance
mean_indoor_temperature_c,random_forest,wall_material_concrete,0.00045250062061549004,tree_feature_importance
mean_indoor_temperature_c,random_forest,window_wall_orientation_west,0.0004440296930843467,tree_feature_importance
mean_indoor_temperature_c,random_forest,window_wall_orientation_east,0.00040670246301419534,tree_feature_importance
mean_indoor_temperature_c,random_forest,window_wall_orientation_north,0.00038850995941706293,tree_feature_importance
mean_indoor_temperature_c,random_forest,orientation_cardinal_west,0.00034916936452856015,tree_feature_importance
mean_indoor_temperature_c,random_forest,wall_material_stone,0.000344391271449409,tree_feature_importance
mean_indoor_temperature_c,random_forest,window_wall_orientation_south,0.0002877473174226805,tree_feature_importance
mean_indoor_temperature_c,random_forest,wall_material_brick_masonry,0.0002550209585040231,tree_feature_importance
mean_indoor_temperature_c,random_forest,door_area_m2,0.0,tree_feature_importance
mean_indoor_temperature_c,random_forest,height_m,0.0,tree_feature_importance
mean_indoor_temperature_c,random_forest,width_m,0.0,tree_feature_importance
mean_indoor_temperature_c,random_forest,window_u_value_w_m2k,0.0,tree_feature_importance
minimum_indoor_temperature_c,gradient_boosting,mean_outdoor_temperature_c,0.26899018663225466,tree_feature_importance
minimum_indoor_temperature_c,gradient_boosting,thermal_mass_heat_capacity_kj_k,0.23459437009518708,tree_feature_importance
minimum_indoor_temperature_c,gradient_boosting,minimum_outdoor_temperature_c,0.2078360773676935,tree_feature_importance
minimum_indoor_temperature_c,gradient_boosting,maximum_outdoor_temperature_c,0.12385110140787972,tree_feature_importance
minimum_indoor_temperature_c,gradient_boosting,floor_insulation_thickness_m,0.0556683848724462,tree_feature_importance
minimum_indoor_temperature_c,gradient_boosting,wall_insulation_thickness_m,0.04786310955468432,tree_feature_importance
minimum_indoor_temperature_c,gradient_boosting,roof_insulation_thickness_m,0.04239218226265523,tree_feature_importance
minimum_indoor_temperature_c,gradient_boosting,thermal_mass_material_none,0.00527796350601981,tree_feature_importance
minimum_indoor_temperature_c,gradient_boosting,daily_solar_sum_wh_m2,0.005045771388582047,tree_feature_importance
minimum_indoor_temperature_c,gradient_boosting,window_area_m2,0.001964180368573009,tree_feature_importance
minimum_indoor_temperature_c,gradient_boosting,wall_material_timber,0.0015671315142365663,tree_feature_importance
minimum_indoor_temperature_c,gradient_boosting,net_wall_area_m2,0.001145660142039931,tree_feature_importance
minimum_indoor_temperature_c,gradient_boosting,window_solar_heat_gain_coefficient,0.0009573369797011293,tree_feature_importance
minimum_indoor_temperature_c,gradient_boosting,floor_area_m2,0.0008294724781386601,tree_feature_importance
minimum_indoor_temperature_c,gradient_boosting,volume_m3,0.0005061287618183383,tree_feature_importance
minimum_indoor_temperature_c,gradient_boosting,length_m,0.0004843949820835388,tree_feature_importance
minimum_indoor_temperature_c,gradient_boosting,thermal_mass_material_water,0.0002746778642383402,tree_feature_importance
minimum_indoor_temperature_c,gradient_boosting,orientation_cardinal_west,0.00017802875859043683,tree_feature_importance
minimum_indoor_temperature_c,gradient_boosting,window_wall_orientation_north,0.0001490926028828162,tree_feature_importance
